Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
1976,PSE,DZA,State of Palestine,Algeria,3200,0,0,0,0,0,0
1982,PSE,SYR,State of Palestine,Syrian Arab Republic,9800,0,0,0,0,0,0
1983,PSE,SYR,State of Palestine,Syrian Arab Republic,9110,0,0,0,0,0,0
1985,PSE,DZA,State of Palestine,Algeria,2000,0,0,0,0,0,0
1985,PSE,BHR,State of Palestine,Bahrain,500,0,0,0,0,0,0
1985,PSE,SYR,State of Palestine,Syrian Arab Republic,9140,0,0,0,0,0,0
1985,PSE,ARE,State of Palestine,United Arab Emirates,20000,0,0,0,0,0,0
1986,PSE,DZA,State of Palestine,Algeria,2000,0,0,0,0,0,0
1986,PSE,ITA,State of Palestine,Italy,5,0,0,0,0,0,0
1986,PSE,SAU,State of Palestine,Saudi Arabia,50000,0,0,0,0,0,0
1986,PSE,SYR,State of Palestine,Syrian Arab Republic,700,0,0,0,0,0,0
1987,PSE,DZA,State of Palestine,Algeria,2000,0,0,0,0,0,0
1987,PSE,ITA,State of Palestine,Italy,5,0,0,0,0,0,0
1988,PSE,DZA,State of Palestine,Algeria,5000,0,0,0,0,0,0
1988,PSE,ITA,State of Palestine,Italy,14,0,0,0,0,0,0
1989,PSE,DZA,State of Palestine,Algeria,4000,0,0,0,0,0,0
1989,PSE,DNK,State of Palestine,Denmark,3973,0,0,0,0,0,0
1989,PSE,GRC,State of Palestine,Greece,50,0,0,0,0,0,0
1989,PSE,ITA,State of Palestine,Italy,18,0,0,0,0,0,0
1990,PSE,DZA,State of Palestine,Algeria,4000,0,0,0,0,0,0
1990,PSE,DNK,State of Palestine,Denmark,4503,0,0,0,0,0,0
1990,PSE,ITA,State of Palestine,Italy,18,0,0,0,0,0,0
1991,PSE,DZA,State of Palestine,Algeria,4000,0,0,0,0,0,0
1991,PSE,DNK,State of Palestine,Denmark,5569,0,0,0,0,0,0
1991,PSE,IRQ,State of Palestine,Iraq,30000,0,0,0,0,0,0
1991,PSE,ITA,State of Palestine,Italy,18,0,0,0,0,0,0
1991,PSE,KWT,State of Palestine,Kuwait,25590,0,0,0,0,0,0
1992,PSE,DZA,State of Palestine,Algeria,4000,0,0,0,0,0,0
1992,PSE,DNK,State of Palestine,Denmark,6325,0,0,0,0,0,0
1992,PSE,IRQ,State of Palestine,Iraq,60000,0,0,0,0,0,0
1992,PSE,ITA,State of Palestine,Italy,18,0,0,0,0,0,0
1992,PSE,KWT,State of Palestine,Kuwait,25000,0,0,0,0,0,0
1993,PSE,DZA,State of Palestine,Algeria,3998,0,0,0,0,0,0
1993,PSE,DNK,State of Palestine,Denmark,6760,0,0,0,0,0,0
1993,PSE,GHA,State of Palestine,Ghana,5,0,0,0,0,0,0
1993,PSE,GRC,State of Palestine,Greece,76,0,0,0,0,0,0
1993,PSE,CIV,State of Palestine,Côte d'Ivoire,8,0,0,0,0,0,0
1993,PSE,IRQ,State of Palestine,Iraq,62500,0,0,0,0,0,0
1993,PSE,ITA,State of Palestine,Italy,19,0,0,0,0,0,0
1993,PSE,KWT,State of Palestine,Kuwait,8000,0,0,0,0,0,0
1993,PSE,LBR,State of Palestine,Liberia,5,0,0,0,0,0,0
1993,PSE,LBY,State of Palestine,Libya,5,0,0,0,0,0,0
1993,PSE,NGA,State of Palestine,Nigeria,6,0,0,0,0,0,0
1993,PSE,PER,State of Palestine,Peru,6,0,0,0,0,0,0
1993,PSE,PHL,State of Palestine,Philippines,74,0,0,0,0,0,0
1993,PSE,SEN,State of Palestine,Senegal,5,0,0,0,0,0,0
1993,PSE,ARE,State of Palestine,United Arab Emirates,5,0,0,0,0,0,0
1994,PSE,DZA,State of Palestine,Algeria,3998,0,0,0,0,0,0
1994,PSE,BLR,State of Palestine,Belarus,5,0,0,0,0,0,0
1994,PSE,BGR,State of Palestine,Bulgaria,8,0,0,0,0,0,0
1994,PSE,DNK,State of Palestine,Denmark,7206,0,0,0,0,0,0
1994,PSE,GHA,State of Palestine,Ghana,5,0,0,0,0,0,0
1994,PSE,GRC,State of Palestine,Greece,70,0,0,0,0,0,0
1994,PSE,CIV,State of Palestine,Côte d'Ivoire,7,0,0,0,0,0,0
1994,PSE,IRQ,State of Palestine,Iraq,62500,0,0,0,0,0,0
1994,PSE,ITA,State of Palestine,Italy,19,0,0,0,0,0,0
1994,PSE,KWT,State of Palestine,Kuwait,8000,0,0,0,0,0,0
1994,PSE,LBR,State of Palestine,Liberia,7,0,0,0,0,0,0
1994,PSE,LBY,State of Palestine,Libya,7,0,0,0,0,0,0
1994,PSE,NGA,State of Palestine,Nigeria,6,0,0,0,0,0,0
1994,PSE,PAK,State of Palestine,Pakistan,9,0,0,0,0,0,0
1994,PSE,PER,State of Palestine,Peru,6,0,0,0,0,0,0
1994,PSE,ARE,State of Palestine,United Arab Emirates,6,0,0,0,0,0,0
1994,PSE,YEM,State of Palestine,Yemen,700,0,0,0,0,0,0
1995,PSE,EGY,State of Palestine,Egypt,5,0,0,0,0,0,0
1995,PSE,DNK,State of Palestine,Denmark,7640,0,0,0,0,0,0
1995,PSE,FRA,State of Palestine,France,82,0,0,0,0,0,0
1995,PSE,IRQ,State of Palestine,Iraq,62635,0,0,0,0,0,0
1995,PSE,ITA,State of Palestine,Italy,19,0,0,0,0,0,0
1995,PSE,KWT,State of Palestine,Kuwait,1485,0,0,0,0,0,0
1995,PSE,LBR,State of Palestine,Liberia,6,0,0,0,0,0,0
1995,PSE,LBY,State of Palestine,Libya,25,0,0,0,0,0,0
1995,PSE,MLT,State of Palestine,Malta,26,0,0,0,0,0,0
1995,PSE,PER,State of Palestine,Peru,6,0,0,0,0,0,0
1995,PSE,PHL,State of Palestine,Philippines,54,0,0,0,0,0,0
1995,PSE,TUN,State of Palestine,Tunisia,42,0,0,0,0,0,0
1995,PSE,TUR,State of Palestine,Türkiye,28,0,0,0,0,0,0
1995,PSE,ARE,State of Palestine,United Arab Emirates,9,0,0,0,0,0,0
1995,PSE,YEM,State of Palestine,Yemen,700,0,0,0,0,0,0
1996,PSE,EGY,State of Palestine,Egypt,15,0,0,0,0,0,0
1996,PSE,AUS,State of Palestine,Australia,25,0,0,0,0,0,0
1996,PSE,DNK,State of Palestine,Denmark,6188,0,0,0,0,0,0
1996,PSE,FRA,State of Palestine,France,87,0,0,0,0,0,0
1996,PSE,IRQ,State of Palestine,Iraq,62635,0,0,0,0,0,0
1996,PSE,ITA,State of Palestine,Italy,17,0,0,0,0,0,0
1996,PSE,KWT,State of Palestine,Kuwait,1710,0,0,0,0,0,0
1996,PSE,LBR,State of Palestine,Liberia,5,0,0,0,0,0,0
1996,PSE,LBY,State of Palestine,Libya,3281,0,0,0,0,0,0
1996,PSE,MLT,State of Palestine,Malta,36,0,0,0,0,0,0
1996,PSE,NZL,State of Palestine,New Zealand,6,0,0,0,0,0,0
1996,PSE,PER,State of Palestine,Peru,0,0,0,0,0,0,0
1996,PSE,PHL,State of Palestine,Philippines,52,0,0,0,0,0,0
1996,PSE,TUN,State of Palestine,Tunisia,41,0,0,0,0,0,0
1996,PSE,TUR,State of Palestine,Türkiye,61,0,0,0,0,0,0
1996,PSE,ARE,State of Palestine,United Arab Emirates,19,0,0,0,0,0,0
1996,PSE,UKR,State of Palestine,Ukraine,24,0,0,0,0,0,0
1996,PSE,YEM,State of Palestine,Yemen,6000,0,0,0,0,0,0
1997,PSE,EGY,State of Palestine,Egypt,32,0,0,0,0,0,0
1997,PSE,AUS,State of Palestine,Australia,25,0,0,0,0,0,0
1997,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
1997,PSE,DNK,State of Palestine,Denmark,5676,0,0,0,0,0,0
1997,PSE,FRA,State of Palestine,France,87,0,0,0,0,0,0
1997,PSE,CIV,State of Palestine,Côte d'Ivoire,5,0,0,0,0,0,0
1997,PSE,IRQ,State of Palestine,Iraq,62635,0,0,0,0,0,0
1997,PSE,ITA,State of Palestine,Italy,17,0,0,0,0,0,0
1997,PSE,KWT,State of Palestine,Kuwait,1979,0,0,0,0,6000,0
1997,PSE,LBR,State of Palestine,Liberia,5,0,0,0,0,0,0
1997,PSE,LBY,State of Palestine,Libya,5752,0,0,0,0,0,0
1997,PSE,MLT,State of Palestine,Malta,37,0,0,0,0,0,0
1997,PSE,NGA,State of Palestine,Nigeria,6,0,0,0,0,0,0
1997,PSE,NOR,State of Palestine,Norway,5,0,0,0,0,0,0
1997,PSE,NZL,State of Palestine,New Zealand,6,0,0,0,0,0,0
1997,PSE,PAK,State of Palestine,Pakistan,37,0,0,0,0,0,0
1997,PSE,PHL,State of Palestine,Philippines,48,0,0,0,0,0,0
1997,PSE,ROU,State of Palestine,Romania,5,0,0,0,0,0,0
1997,PSE,TUN,State of Palestine,Tunisia,300,0,0,0,0,0,0
1997,PSE,TUR,State of Palestine,Türkiye,62,0,0,0,0,0,0
1997,PSE,ARE,State of Palestine,United Arab Emirates,25,0,0,0,0,0,0
1997,PSE,UKR,State of Palestine,Ukraine,58,0,0,0,0,0,0
1997,PSE,YEM,State of Palestine,Yemen,5,0,0,0,0,6000,0
1998,PSE,AUS,State of Palestine,Australia,18,0,0,0,0,0,0
1998,PSE,BEL,State of Palestine,Belgium,5,0,0,0,0,0,0
1998,PSE,BLR,State of Palestine,Belarus,0,0,0,0,0,10,0
1998,PSE,BRA,State of Palestine,Brazil,11,0,0,0,0,0,0
1998,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
1998,PSE,DNK,State of Palestine,Denmark,4697,0,0,0,0,0,0
1998,PSE,FRA,State of Palestine,France,90,0,0,0,0,0,0
1998,PSE,CIV,State of Palestine,Côte d'Ivoire,5,0,0,0,0,0,0
1998,PSE,IRQ,State of Palestine,Iraq,62635,0,0,0,0,0,0
1998,PSE,ITA,State of Palestine,Italy,8,0,0,0,0,0,0
1998,PSE,KWT,State of Palestine,Kuwait,2133,0,0,0,0,6000,0
1998,PSE,LBR,State of Palestine,Liberia,5,0,0,0,0,0,0
1998,PSE,LBY,State of Palestine,Libya,7252,0,0,0,0,0,0
1998,PSE,MLT,State of Palestine,Malta,35,0,0,0,0,0,0
1998,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),8,0,0,0,0,0,0
1998,PSE,NGA,State of Palestine,Nigeria,6,0,0,0,0,0,0
1998,PSE,NOR,State of Palestine,Norway,5,0,0,0,0,0,0
1998,PSE,NZL,State of Palestine,New Zealand,6,0,0,0,0,0,0
1998,PSE,PAK,State of Palestine,Pakistan,39,0,0,0,0,0,0
1998,PSE,PHL,State of Palestine,Philippines,52,0,0,0,0,0,0
1998,PSE,ROU,State of Palestine,Romania,16,0,0,0,0,0,0
1998,PSE,CHE,State of Palestine,Switzerland,13,0,0,0,0,0,0
1998,PSE,TUN,State of Palestine,Tunisia,299,0,0,0,0,0,0
1998,PSE,TUR,State of Palestine,Türkiye,65,0,0,0,0,0,0
1998,PSE,ARE,State of Palestine,United Arab Emirates,25,0,0,0,0,0,0
1998,PSE,UKR,State of Palestine,Ukraine,71,0,0,0,0,0,0
1998,PSE,YEM,State of Palestine,Yemen,13,0,0,0,0,6000,0
1999,PSE,AUS,State of Palestine,Australia,44,0,0,0,0,0,0
1999,PSE,BEL,State of Palestine,Belgium,5,0,0,0,0,0,0
1999,PSE,BRA,State of Palestine,Brazil,11,0,0,0,0,0,0
1999,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
1999,PSE,FRA,State of Palestine,France,86,0,0,0,0,0,0
1999,PSE,CIV,State of Palestine,Côte d'Ivoire,5,0,0,0,0,0,0
1999,PSE,IRL,State of Palestine,Ireland,5,0,0,0,0,0,0
1999,PSE,IRQ,State of Palestine,Iraq,90000,0,0,0,0,0,0
1999,PSE,ITA,State of Palestine,Italy,6,0,0,0,0,0,0
1999,PSE,KWT,State of Palestine,Kuwait,2197,0,0,0,0,6000,0
1999,PSE,LBR,State of Palestine,Liberia,5,0,0,0,0,0,0
1999,PSE,LBY,State of Palestine,Libya,7602,0,0,0,0,0,0
1999,PSE,MEX,State of Palestine,Mexico,5,0,0,0,0,0,0
1999,PSE,MLT,State of Palestine,Malta,38,0,0,0,0,0,0
1999,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),8,0,0,0,0,0,0
1999,PSE,NZL,State of Palestine,New Zealand,6,0,0,0,0,0,0
1999,PSE,PAK,State of Palestine,Pakistan,43,0,0,0,0,0,0
1999,PSE,PHL,State of Palestine,Philippines,18,0,0,0,0,0,0
1999,PSE,ROU,State of Palestine,Romania,21,0,0,0,0,0,0
1999,PSE,CHE,State of Palestine,Switzerland,15,0,0,0,0,0,0
1999,PSE,TUN,State of Palestine,Tunisia,299,0,0,0,0,0,0
1999,PSE,TUR,State of Palestine,Türkiye,58,0,0,0,0,0,0
1999,PSE,ARE,State of Palestine,United Arab Emirates,18,0,0,0,0,0,0
1999,PSE,UKR,State of Palestine,Ukraine,5,0,0,0,0,0,0
1999,PSE,USA,State of Palestine,United States of America,5,0,0,0,0,0,0
1999,PSE,YEM,State of Palestine,Yemen,92,0,0,0,0,4000,0
2000,PSE,DZA,State of Palestine,Algeria,4000,0,0,0,0,0,0
2000,PSE,AUS,State of Palestine,Australia,55,93,0,0,0,0,0
2000,PSE,AZE,State of Palestine,Azerbaijan,0,5,0,0,0,0,0
2000,PSE,BRA,State of Palestine,Brazil,11,0,0,0,0,0,0
2000,PSE,KHM,State of Palestine,Cambodia,0,5,0,0,0,0,0
2000,PSE,CAN,State of Palestine,Canada,26,60,0,0,0,0,0
2000,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
2000,PSE,CUB,State of Palestine,Cuba,11,0,0,0,0,0,0
2000,PSE,CYP,State of Palestine,Cyprus,5,20,0,0,0,0,0
2000,PSE,DNK,State of Palestine,Denmark,4863,165,0,0,0,0,0
2000,PSE,FRA,State of Palestine,France,79,0,0,0,0,0,0
2000,PSE,GRC,State of Palestine,Greece,29,36,0,0,0,0,0
2000,PSE,HUN,State of Palestine,Hungary,0,12,0,0,0,0,0
2000,PSE,CIV,State of Palestine,Côte d'Ivoire,7,0,0,0,0,0,0
2000,PSE,IDN,State of Palestine,Indonesia,5,0,0,0,0,0,0
2000,PSE,IRL,State of Palestine,Ireland,8,0,0,0,0,0,0
2000,PSE,IRQ,State of Palestine,Iraq,90000,0,0,0,0,0,0
2000,PSE,ITA,State of Palestine,Italy,15,0,0,0,0,0,0
2000,PSE,KAZ,State of Palestine,Kazakhstan,351,0,0,0,0,0,0
2000,PSE,KWT,State of Palestine,Kuwait,1261,0,0,0,0,6000,0
2000,PSE,LBR,State of Palestine,Liberia,5,0,0,0,0,0,0
2000,PSE,LBY,State of Palestine,Libya,8500,0,0,0,0,0,0
2000,PSE,MEX,State of Palestine,Mexico,5,0,0,0,0,0,0
2000,PSE,MAR,State of Palestine,Morocco,800,0,0,0,0,0,0
2000,PSE,MLT,State of Palestine,Malta,17,0,0,0,0,0,0
2000,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),8,5,0,0,0,0,0
2000,PSE,NOR,State of Palestine,Norway,27,0,0,0,0,0,0
2000,PSE,NZL,State of Palestine,New Zealand,6,0,0,0,0,0,0
2000,PSE,PAK,State of Palestine,Pakistan,43,6,0,0,0,0,0
2000,PSE,PHL,State of Palestine,Philippines,18,5,0,0,0,0,0
2000,PSE,ROU,State of Palestine,Romania,21,0,0,0,0,0,0
2000,PSE,SRB,State of Palestine,Serbia,5,0,0,0,0,0,0
2000,PSE,SVN,State of Palestine,Slovenia,0,5,0,0,0,0,0
2000,PSE,CHE,State of Palestine,Switzerland,12,0,0,0,0,0,0
2000,PSE,TUN,State of Palestine,Tunisia,298,0,0,0,0,0,0
2000,PSE,TUR,State of Palestine,Türkiye,60,8,0,0,0,0,0
2000,PSE,ARE,State of Palestine,United Arab Emirates,29,33,0,0,0,0,0
2000,PSE,UKR,State of Palestine,Ukraine,6,0,0,0,0,0,0
2000,PSE,USA,State of Palestine,United States of America,5,0,0,0,0,0,0
2000,PSE,YEM,State of Palestine,Yemen,45,80,0,0,0,0,0
2001,PSE,DZA,State of Palestine,Algeria,4005,0,0,0,0,0,0
2001,PSE,EGY,State of Palestine,Egypt,134,5,0,0,0,0,0
2001,PSE,AUS,State of Palestine,Australia,105,54,0,0,0,0,0
2001,PSE,AZE,State of Palestine,Azerbaijan,7,5,0,0,0,0,0
2001,PSE,BEL,State of Palestine,Belgium,27,0,0,0,0,0,0
2001,PSE,BLR,State of Palestine,Belarus,5,0,0,0,0,0,0
2001,PSE,BRA,State of Palestine,Brazil,11,0,0,0,0,0,0
2001,PSE,BIH,State of Palestine,Bosnia and Herzegovina,0,5,0,0,0,0,0
2001,PSE,CAN,State of Palestine,Canada,41,159,0,0,0,0,0
2001,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
2001,PSE,CUB,State of Palestine,Cuba,8,0,0,0,0,0,0
2001,PSE,CYP,State of Palestine,Cyprus,5,48,0,0,0,0,0
2001,PSE,DNK,State of Palestine,Denmark,2868,171,0,0,0,0,0
2001,PSE,ECU,State of Palestine,Ecuador,0,5,0,0,0,0,0
2001,PSE,FRA,State of Palestine,France,78,0,0,0,0,0,0
2001,PSE,GRC,State of Palestine,Greece,29,60,0,0,0,0,0
2001,PSE,HUN,State of Palestine,Hungary,13,39,0,0,0,0,0
2001,PSE,CIV,State of Palestine,Côte d'Ivoire,7,0,0,0,0,0,0
2001,PSE,IRL,State of Palestine,Ireland,9,0,0,0,0,0,0
2001,PSE,IRQ,State of Palestine,Iraq,90000,0,0,0,0,0,0
2001,PSE,ITA,State of Palestine,Italy,21,0,0,0,0,0,0
2001,PSE,KAZ,State of Palestine,Kazakhstan,1150,0,0,0,0,0,0
2001,PSE,KWT,State of Palestine,Kuwait,831,0,0,0,0,6000,0
2001,PSE,LBY,State of Palestine,Libya,8584,0,0,0,0,0,0
2001,PSE,MEX,State of Palestine,Mexico,6,0,0,0,0,0,0
2001,PSE,MAR,State of Palestine,Morocco,800,0,0,0,0,0,0
2001,PSE,MLT,State of Palestine,Malta,19,0,0,0,0,0,0
2001,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),8,13,0,0,0,0,0
2001,PSE,NGA,State of Palestine,Nigeria,24,0,0,0,0,0,0
2001,PSE,NOR,State of Palestine,Norway,27,0,0,0,0,0,0
2001,PSE,PAK,State of Palestine,Pakistan,41,11,0,0,0,0,0
2001,PSE,PHL,State of Palestine,Philippines,12,7,0,0,0,0,0
2001,PSE,ROU,State of Palestine,Romania,30,0,0,0,0,0,0
2001,PSE,SAU,State of Palestine,Saudi Arabia,240000,0,0,0,0,0,0
2001,PSE,ESP,State of Palestine,Spain,5,0,0,0,0,0,0
2001,PSE,SRB,State of Palestine,Serbia,5,0,0,0,0,0,0
2001,PSE,CHE,State of Palestine,Switzerland,15,0,0,0,0,0,0
2001,PSE,THA,State of Palestine,Thailand,12,5,0,0,0,0,0
2001,PSE,TUN,State of Palestine,Tunisia,19,0,0,0,0,0,0
2001,PSE,TUR,State of Palestine,Türkiye,32,10,0,0,0,0,0
2001,PSE,ARE,State of Palestine,United Arab Emirates,29,33,0,0,0,0,0
2001,PSE,UKR,State of Palestine,Ukraine,8,5,0,0,0,0,0
2001,PSE,YEM,State of Palestine,Yemen,123,254,0,0,0,0,0
2002,PSE,DZA,State of Palestine,Algeria,4005,0,0,0,0,0,0
2002,PSE,EGY,State of Palestine,Egypt,70195,0,0,0,0,0,0
2002,PSE,AUS,State of Palestine,Australia,151,19,0,0,0,0,0
2002,PSE,AZE,State of Palestine,Azerbaijan,14,0,0,0,0,0,0
2002,PSE,BEL,State of Palestine,Belgium,18,0,0,0,0,0,0
2002,PSE,BLR,State of Palestine,Belarus,5,6,0,0,0,0,0
2002,PSE,BRA,State of Palestine,Brazil,11,0,0,0,0,0,0
2002,PSE,CAN,State of Palestine,Canada,55,196,0,0,0,0,0
2002,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
2002,PSE,CUB,State of Palestine,Cuba,8,0,0,0,0,0,0
2002,PSE,CYP,State of Palestine,Cyprus,5,198,0,0,0,0,0
2002,PSE,DNK,State of Palestine,Denmark,2188,147,0,0,0,0,0
2002,PSE,ECU,State of Palestine,Ecuador,0,5,0,0,0,0,0
2002,PSE,FRA,State of Palestine,France,79,0,0,0,0,0,0
2002,PSE,GRC,State of Palestine,Greece,30,25,0,0,0,0,0
2002,PSE,HUN,State of Palestine,Hungary,24,10,0,0,0,0,0
2002,PSE,CIV,State of Palestine,Côte d'Ivoire,7,0,0,0,0,0,0
2002,PSE,IDN,State of Palestine,Indonesia,6,0,0,0,0,0,0
2002,PSE,IRL,State of Palestine,Ireland,23,0,0,0,0,0,0
2002,PSE,IRQ,State of Palestine,Iraq,100000,0,0,0,0,0,0
2002,PSE,ITA,State of Palestine,Italy,29,0,0,0,0,0,0
2002,PSE,KAZ,State of Palestine,Kazakhstan,1149,0,0,0,0,0,0
2002,PSE,KWT,State of Palestine,Kuwait,911,0,0,0,0,6000,0
2002,PSE,LBY,State of Palestine,Libya,8604,14,0,0,0,0,0
2002,PSE,MEX,State of Palestine,Mexico,6,0,0,0,0,0,0
2002,PSE,MYS,State of Palestine,Malaysia,0,5,0,0,0,0,0
2002,PSE,MAR,State of Palestine,Morocco,813,5,0,0,0,0,0
2002,PSE,MLT,State of Palestine,Malta,22,0,0,0,0,0,0
2002,PSE,NGA,State of Palestine,Nigeria,24,0,0,0,0,0,0
2002,PSE,NOR,State of Palestine,Norway,27,0,0,0,0,0,0
2002,PSE,NZL,State of Palestine,New Zealand,15,0,0,0,0,0,0
2002,PSE,PAK,State of Palestine,Pakistan,42,8,0,0,0,0,0
2002,PSE,PER,State of Palestine,Peru,0,5,0,0,0,0,0
2002,PSE,PHL,State of Palestine,Philippines,15,0,0,0,0,0,0
2002,PSE,POL,State of Palestine,Poland,0,5,0,0,0,0,0
2002,PSE,ROU,State of Palestine,Romania,31,0,0,0,0,0,0
2002,PSE,SAU,State of Palestine,Saudi Arabia,240000,0,0,0,0,0,0
2002,PSE,ESP,State of Palestine,Spain,5,0,0,0,0,0,0
2002,PSE,CHE,State of Palestine,Switzerland,16,0,0,0,0,0,0
2002,PSE,THA,State of Palestine,Thailand,6,9,0,0,0,0,0
2002,PSE,TUN,State of Palestine,Tunisia,19,0,0,0,0,0,0
2002,PSE,TUR,State of Palestine,Türkiye,26,7,0,0,0,0,0
2002,PSE,ARE,State of Palestine,United Arab Emirates,29,33,0,0,0,0,0
2002,PSE,UKR,State of Palestine,Ukraine,8,0,0,0,0,0,0
2002,PSE,USA,State of Palestine,United States of America,0,11,0,0,0,0,0
2002,PSE,YEM,State of Palestine,Yemen,149,291,0,0,0,0,0
2003,PSE,DZA,State of Palestine,Algeria,4005,0,0,0,0,0,0
2003,PSE,EGY,State of Palestine,Egypt,70215,0,0,0,0,0,0
2003,PSE,AUS,State of Palestine,Australia,158,5,0,0,0,0,0
2003,PSE,AZE,State of Palestine,Azerbaijan,9,11,0,0,0,0,0
2003,PSE,BEL,State of Palestine,Belgium,25,16,0,0,0,0,0
2003,PSE,BLR,State of Palestine,Belarus,9,5,0,0,0,0,0
2003,PSE,BRA,State of Palestine,Brazil,13,0,0,0,0,0,0
2003,PSE,BIH,State of Palestine,Bosnia and Herzegovina,0,6,0,0,0,0,0
2003,PSE,CAN,State of Palestine,Canada,97,144,0,0,0,0,0
2003,PSE,TCD,State of Palestine,Chad,5,0,0,0,0,0,0
2003,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
2003,PSE,CUB,State of Palestine,Cuba,6,0,0,0,0,0,0
2003,PSE,CYP,State of Palestine,Cyprus,14,329,0,0,0,0,0
2003,PSE,DNK,State of Palestine,Denmark,1834,60,0,0,0,0,0
2003,PSE,ECU,State of Palestine,Ecuador,0,5,0,0,0,0,0
2003,PSE,FRA,State of Palestine,France,76,0,0,0,0,0,0
2003,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,51,0,0,0,0,0,0
2003,PSE,DEU,State of Palestine,Germany,0,12,0,0,0,0,0
2003,PSE,GRC,State of Palestine,Greece,30,113,0,0,0,0,0
2003,PSE,HUN,State of Palestine,Hungary,31,5,0,0,0,0,0
2003,PSE,CIV,State of Palestine,Côte d'Ivoire,7,6,0,0,0,0,0
2003,PSE,IRL,State of Palestine,Ireland,32,33,0,0,0,0,0
2003,PSE,IRQ,State of Palestine,Iraq,22706,0,0,0,0,0,0
2003,PSE,ITA,State of Palestine,Italy,32,0,0,0,0,0,0
2003,PSE,KAZ,State of Palestine,Kazakhstan,11,0,0,0,0,0,0
2003,PSE,KWT,State of Palestine,Kuwait,910,0,0,0,0,6000,0
2003,PSE,LBY,State of Palestine,Libya,8787,8,0,0,0,0,0
2003,PSE,LTU,State of Palestine,Lithuania,0,9,0,0,0,0,0
2003,PSE,MDA,State of Palestine,Republic of Moldova,0,16,0,0,0,0,0
2003,PSE,MAR,State of Palestine,Morocco,811,6,0,0,0,0,0
2003,PSE,MLT,State of Palestine,Malta,27,0,0,0,0,0,0
2003,PSE,NER,State of Palestine,Niger,5,0,0,0,0,0,0
2003,PSE,NGA,State of Palestine,Nigeria,24,0,0,0,0,0,0
2003,PSE,NOR,State of Palestine,Norway,10,0,0,0,0,0,0
2003,PSE,NZL,State of Palestine,New Zealand,22,5,0,0,0,0,0
2003,PSE,PAK,State of Palestine,Pakistan,32,11,0,0,0,0,0
2003,PSE,PER,State of Palestine,Peru,5,0,0,0,0,0,0
2003,PSE,PHL,State of Palestine,Philippines,14,5,0,0,0,0,0
2003,PSE,POL,State of Palestine,Poland,0,12,0,0,0,0,0
2003,PSE,QAT,State of Palestine,Qatar,0,15,0,0,0,0,0
2003,PSE,ROU,State of Palestine,Romania,31,13,0,0,0,0,0
2003,PSE,SAU,State of Palestine,Saudi Arabia,240000,0,0,0,0,0,0
2003,PSE,ESP,State of Palestine,Spain,5,0,0,0,0,0,0
2003,PSE,SRB,State of Palestine,Serbia,0,5,0,0,0,0,0
2003,PSE,CHE,State of Palestine,Switzerland,20,0,0,0,0,0,0
2003,PSE,THA,State of Palestine,Thailand,12,9,0,0,0,0,0
2003,PSE,TUN,State of Palestine,Tunisia,19,0,0,0,0,0,0
2003,PSE,TUR,State of Palestine,Türkiye,18,5,0,0,0,0,0
2003,PSE,ARE,State of Palestine,United Arab Emirates,29,0,0,0,0,0,0
2003,PSE,UKR,State of Palestine,Ukraine,0,10,0,0,0,0,0
2003,PSE,USA,State of Palestine,United States of America,0,11,0,0,0,0,0
2003,PSE,YEM,State of Palestine,Yemen,410,184,0,0,0,0,0
2004,PSE,DZA,State of Palestine,Algeria,4005,0,0,0,0,0,0
2004,PSE,EGY,State of Palestine,Egypt,70245,0,0,0,0,0,0
2004,PSE,AUS,State of Palestine,Australia,130,0,0,0,0,0,0
2004,PSE,AZE,State of Palestine,Azerbaijan,8,9,0,0,0,0,0
2004,PSE,BEL,State of Palestine,Belgium,26,32,0,0,0,0,0
2004,PSE,BLR,State of Palestine,Belarus,8,0,0,0,0,0,0
2004,PSE,BRA,State of Palestine,Brazil,14,0,0,0,0,0,0
2004,PSE,BIH,State of Palestine,Bosnia and Herzegovina,0,5,0,0,0,0,0
2004,PSE,BGR,State of Palestine,Bulgaria,19,0,0,0,0,0,0
2004,PSE,KHM,State of Palestine,Cambodia,5,0,0,0,0,0,0
2004,PSE,CAN,State of Palestine,Canada,173,106,0,0,0,0,0
2004,PSE,CHL,State of Palestine,Chile,5,0,0,0,0,0,0
2004,PSE,CUB,State of Palestine,Cuba,5,0,0,0,0,0,0
